db_id,conv_name,description,targets
DB11273,Dihydroergocornine,"Dihydroergocornine is one of the dihydrogenated ergot compounds that present very large hypotensive effects.[A32962] It is an artificial derivative of the crude extract of ergot and later purified, ergocornine.[A32964] The formation of dihydroergocornine implies the hydrogenation of the double bonds in the lysergic acid.[A32965] Dihydroergocornine presents a formula of 9,10 alpha-dihydro-12'-hydroxy-2',5'alpha-bis(1-methylethyl)-ergotaman-3',6',18-trione.[T190] It is found as one of the components in the ergoloid mesylate mixture. To know more about this mixture please refer to [DB01049]","[['A5X5Y0'], ['O95264'], ['P07550'], ['P08588'], ['P08684'], ['P08908'], ['P08913'], ['P13945'], ['P18089'], ['P18825'], ['P25100'], ['P28221'], ['P28222'], ['P28223'], ['P28335'], ['P28566'], ['P30939'], ['P34969'], ['P25100', 'P35348'], ['P35368'], ['P41595'], ['P46098'], ['P50406'], ['Q13639'], ['Q70Z44'], ['Q8WXA8']]"
DB11274,Dihydro-alpha-ergocryptine,"Alpha-dihydroergocryptine is usually referred to the mixture of the alpha and beta dihydroergocryptine. These two compounds are differentiated in the position of a methyl group. This structural difference is due to a proteinogenic amino acid replacement from leucine to isoleucine.[T195] Both compounds are hydrogenated ergot derivatives. Alpha-dihydroergocryptine approved drug product is as a part of an ergoloid mixture. To know more about this mixture, please visit [DB01049]","[['P08684'], ['P14416'], ['P21728'], ['P21918'], ['P35462']]"
DB11275,Epicriptine,"Epicriptine is also known as beta-dihydroergocryptine presents a molecular formula of 9,10 alpha-dihydro-13'-epi-b-ergocryptine. Together with the alpha-dihydroergocryptine, it represents one-third of the ergoloid mesylate mixture. Epicriptine differs from the alpha form on the position of one methyl group.[T195] To know more about the mixture please visit [DB01049]","[['P14416'], ['P21728'], ['P21917'], ['P21918'], ['P35462']]"
DB11278,DL-Methylephedrine,"Methylephedrine is a sympathomimetic amine that appears in various over-the-counter cough and cold medications throughout the world [L2838], [L2839], [L2840]. The abuse of methylephedrine-containing medications has been reported in Japan. Methylephedrine is not legally available in the United States, but has been identified in cases of drug abuse [L2836].","[['P07550'], ['P08588'], ['P08913'], ['P13945'], ['P18089'], ['P18825'], ['P25100'], ['P25100', 'P35348'], ['P35368']]"
DB11294,Coccidioides immitis spherule,Coccidioides immitis spherule is a skin test antigen indicated to detect delayed-type hypersensitivity to Coccidioides immitis in individuals with a history of pulmonary coccidioidomycosis.,"[['P01889'], ['P01903'], ['P01911'], ['P04439'], ['P13762'], ['P79483'], ['Q30154']]"
DB11300,Thrombin,"Also known as coagulation factor II, thrombin is a serine protease that plays a physiological role in regulating hemostasis and maintaining blood coagulation. Once converted from prothrombin, thrombin converts fibrinogen to fibrin, which, in combination with platelets from the blood, forms a clot.Medical thrombin is a protein substance produced through a conversion reaction in which prothrombin of bovine origin is activated by tissue thromboplastin in the presence of calcium chloride. Thrombin requires no intermediate physiological agent for its action. It clots the fibrinogen of the blood directly. Failure to clot blood occurs in the rare case where the primary clotting defect is the absence of fibrinogen itself.Bovine thrombin however, is capable of causing fatal severe bleeding or thrombosis [FDA Label]. This thrombosis may result from the development of antibodies against bovine thrombin [FDA Label]. Bleeding may result from the development of antibodies against bovine factor V [FDA Label]. These antibodies may subsequently cross-react with endogenous human factor V and lead to its deficiency [FDA Label]. Patients who are know or suspected to have antibodies to bovine thrombin and/or bovine factor V should not be re-exposed to the product [FDA Label]. Patients who are administered bovine thrombin should be monitored for abnormal coagulation laboratory values, bleeding, or indeed, thrombosis [FDA Label].A variety of human thrombin and recombinant thrombin (ie. thrombin alfa) products are available as alternatives to using bovine thrombin.","[['P00451'], ['P00488'], ['P02671'], ['P02675'], ['P02679'], ['P03951'], ['P05160'], ['P12259'], ['P25116'], ['Q96RI0']]"
DB11311,Prothrombin,"Prothrombin Complex Concentrate (Human), is indicated for the urgent reversal of acquired coagulation factor deficiency induced by Vitamin K antagonist (VKA, e.g., warfarin) therapy in adult patients with acute major bleeding.","[['P00488'], ['P00742', 'Q9BQ89'], ['P02671'], ['P02675'], ['Q96IY4']]"
DB11323,Glycol salicylate,"Glycol salicylate, also known as _2-hydroxyethyl salicylate_, is a benzoate ester formed from the condensation of the carboxy group of salicylic acid with one of the hydroxy groups of ethylene glycol. It is found as an active ingredient and topical analgesic in patches used to provide relief for mild to moderate muscle and joint pain [L2686]. This drug belongs to the _salicylate_ group of drugs, which are used as analgesic agents for the treatment of mild to moderate pain [L2691].Glycol salicylate (GS), composed of salicylic acid (SA) and ethylene glycol, is a non-steroidal anti-inflammatory drug [L2687]. This ingredient is an important component of many topical creams and sprays for the relief of aches, pains, and stiffness of the muscles, joints, and tendons [L2696].","[['P23219'], ['P35354']]"
DB11324,Nonivamide,"Nonivamide is found in herbs and spices. It is an alkaloid from the Capsicum species. The structures of [DB06774] and nonivamide differ only slightly with respect to the fatty acid moiety of the side chain (8-methyl nonenoic acid versus nonanoic acid) [F31].Nonivamide is a flavoring ingredient. Nonivamide is an organic compound and a capsaicinoid. It is an amide of pelargonic acid and _vanillylamine_.  It is naturally found in chili peppers but manufactured to produce a synthetic form for various pharmacologic preparations [L2641].This drug has been studied in combination with Nicarboxil in the treatment of lower back pain [L2642].Nonivamide has also been studied for its anti-inflammatory properties, as well as in fat loss therapies and has demonstrated promising results [L2643], [A32888], [A32886], [A32884].",[['Q8NER1']]
DB11327,Dipyrithione,"Dipyrithione, a bactericidal and fungicidal pyrithione derivate, was formulated as Crimanex anti-dandruff shampoo, but is no longer available.[L2611]  It is currently used as a pesticide, and not used in any FDA approved drug products.[A32829]Interestingly, dipyrithione has been studied and shown to have cytotoxic and potent broad-spectrum antitumor activity, which suggests a potential basis for an anticancer drug development.[A32825]Pyrithione derivatives, such as [DB06815] and sodium pyrithione, are widely used as cosmetic preservatives and as anti-dandruff agents in shampoos.[A32825]  It may be combined with other ingredients, such as triclosan to serve as antifungal and antibacterial skin treatments.[L2615]Dandruff is a common scalp disease affecting >40% of the world's adult population, and may be caused by fungi such as _Malassezia globosa_ and _M. restricta_.[A32162]","[['P35228', 'P60321'], ['P35354']]"
DB11328,Tetradecyl hydrogen sulfate (ester),"Sodium tetradecyl sulfate is an anionic surface-active agent which is used for its wetting properties in the industry and is also used in medicine as a blood vessel irritant and sclerosing agent for hemorrhoids and varicose veins [L2031].Sodium tetradecyl sulfate has been widely used since the 1950s, and in 1978 the first successful report of injecting a 1% solution into spider angiomas in 144 patients was made. Also noted was an unspecified number of episodes of epidermal necrosis without significant long-term effects and a 30% incidence of post-sclerosis pigmentation that resolved within a few months [L2035].",[['Q9UNN8']]
DB11338,Clove oil,"Clove oil is obtained by extraction from the dried flower buds of the clove plant. Traditionally, it has been used as a flavouring spice in foods, or as a fragrance. It is also found in topical analgesics. Clove oil has shown to exert some antimicrobial activities. The antioxidant and antimicrobial activity of clove is higher than that of many fruits, vegetables, and other spices [A33133].Clove is native of Indonesia but is now cultured in several parts of the world, including Brazil in the state of _Bahia_. This plant represents one of the richest source of phenolic compounds such as _eugenol_, _eugenol acetate_ and _gallic acid_ and has great potential for pharmaceutical, cosmetic, food and agricultural applications [A33133].Interestingly, clove oil has been studied for its potential benefit in treating neuropathic pain, as well as vaginal candidiasis with promising results [A33137], [A33144].The FDA categorizes clove oil as generally recognized as safe (GRAS) for use in dental cement or as a food additive [F108].","[['P02452'], ['P02778'], ['P15509'], ['P19320']]"
DB11345,(S)-camphor,"(S)-camphor, or L(-)-Camphor, is a stereoisomer of [DB01744], a bicyclic monoterpene known to potentiate both heat and cold sensations [A33087]. (S)-camphor is not the naturally-occurring stereoisomer but displays similar TRPV channel affinity and current inhibition [A33086]. [DB01744] is isolated from the wood of the camphor laurel tree, _Cinnamomum camphora_, and had a long history of medicinal use. It has been used as a nasal decongestant and cough suppressant, and has been topically applied due to its antipruritic, analgesic, and counterirritant properties [A33086]. Camphor is a major active ingredient in over-the-counter balms and liniments supplied as topical analgesics by causing sensitization to heat and coolness to relieve minor muscle and joint pain [A33086].","[['O75762'], ['Q7Z2W7'], ['Q8NER1'], ['Q8NET8']]"
DB11348,Calcium Phosphate,"Calcium phosphate is typically available as an over the counter supplement, antacid, or as an added ingredient in some toothpastes [FDA Label] [L851].","[['O00305'], ['O00555'], ['O14958'], ['O43497'], ['O60840'], ['O75340'], ['O75838'], ['O95180'], ['O95436'], ['P02768', 'Q8TES7'], ['P04271'], ['P05937'], ['P06703'], ['P09486'], ['P0DP23'], ['P0DP24'], ['P0DP25'], ['P13693'], ['P21817'], ['P27797'], ['P27824'], ['P28676'], ['P30626'], ['P31415'], ['P32418'], ['P35556'], ['P41180'], ['P54284'], ['P62166'], ['P80303'], ['Q01668'], ['Q02641'], ['Q02818'], ['Q06495'], ['Q08289'], ['Q08357'], ['Q13698'], ['Q13936'], ['Q15413'], ['Q15493'], ['Q15878'], ['Q75N90'], ['Q7Z443'], ['Q86UW7'], ['Q8N130'], ['Q8NEC5'], ['Q8WUM9'], ['Q92736'], ['Q96FQ6'], ['Q96L12'], ['Q99584'], ['Q99653', 'Q9UHD1'], ['Q99828'], ['Q9H1D0'], ['Q9NQA5'], ['Q9P0L9'], ['Q9P0X4'], ['Q9UBV8'], ['P58400', 'Q9ULB1'], ['Q9ULU8'], ['P22676'], ['P29377'], ['Q13938', 'Q9ULU8']]"
DB11358,Evening primrose oil,"Evening primrose oil comes from the extraction from _Oenothera biennis_ seeds and it is commonly used as an alternative source for omega-6 essential fatty acids. In its composition it presents some fatty acids such as [DB00132] and [DB13854].[A33131] Evening primrose oil has been filled for the FDA by Humanetics Corporation on April 2000 to be a new dietary ingredient but its current status is ""Inadequate basis for expectation of safety"".[L2845] By Health Canada, evening primrose oil is approved in over-the-counter combination dietary supplements.[L1113] By the EMA, evening primrose oil is approved in herbal preparations.[L2851]","[['O60427'], ['O95864'], ['Q9NYP7']]"
DB11359,Guaiacol,"Guaiacol is an agent thought to have disinfectant properties and used as an expectorant. Guaiacol is a phenolic natural product first isolated from Guaiac resin and the oxidation of lignin. Guaiacol is also present in wood smoke, as a product of pyrolysis of lignin. Guaiacol has been found in the urine of patients with neuroblastoma and pheochromocytoma.","[['P02768', 'Q8TES7']]"
DB11362,Selexipag,"Selexipag was approved by the United States FDA on December 22, 2015 for the treatment of pulmonary arterial hypertension (PAH) to delay disease progression and reduce risk of hospitalization. PAH is a relatively rare disease with usually a poor prognosis requiring more treatment options to prolong long-term outcomes. Marketed by Actelion Pharmaceuticals under brand name Uptravi, selexipag and its active metabolite, ACT-333679 (MRE-269), act as agonists of the prostacyclin receptor to increase vasodilation in the pulmonary circulation and decrease elevated pressure in the blood vessels supplying blood to the lungs.","[['P08183'], ['P08684'], ['P10632'], ['P02795', 'P23141'], ['P43119'], ['Q9NPD5'], ['Q9Y6L6']]"
DB11363,Alectinib,"Alectinib is a second generation oral drug that selectively inhibits the activity of anaplastic lymphoma kinase (ALK) tyrosine kinase. It is specifically used in the treatment of non-small cell lung cancer (NSCLC) expressing the ALK-EML4 (echinoderm microtubule-associated protein-like 4) fusion protein that causes proliferation of NSCLC cells. Inhibition of ALK prevents phosphorylation and subsequent downstream activation of STAT3 and AKT resulting in reduced tumour cell viability. Approved under accelerated approval in 2015, alectinib is indicated for use in patients who have progressed on or were not tolerant of crizotinib, which is associated with the development of resistance.","[['P08183'], ['Q9UM73'], ['Q9UNQ0']]"
DB11365,Sennosides,"Sennosides (also known as senna glycoside or senna) is a medication used to treat constipation[FDA Label][L771] and empty the large intestine before surgery. The medication is taken by mouth or via the rectum[FDA Label]. It typically begins working in minutes when given by rectum and within twelve hours when given by mouth[FDA Label]. It is a weaker laxative than bisacodyl or castor oil[A177092]. Sennoside A, one of the sennosides present in the laxative medication, has recently proven effective in inhibiting the ribonuclease H (RNase H) activity of human immunodeficiency virus (HIV) reverse transcriptase [A19231].",[['Q92482']]
DB11383,Carbomycin,"Carbomycin, also called magnamycin, is crystalline macrolide antibiotic. This antibacterial is obtained from _Streptomyces halstedii_ and it presents a large inhibitory effect against Gram-positive bacteria and some Mycoplasma strains. The structure of carbomycin was generated in 1957 by Robert Woodward and later modified in 1965.",[['P08684']]
DB11386,Chlorobutanol,"Chlorobutanol, or chlorbutol, is an alcohol-based preservative with no surfactant activity [A32746]. It also elicits sedative-hypnotic and weak local anesthetic actions in addition to antibacterial and antifungal properties. Similar in nature to chloral hydrate, it is formed by the simple nucleophilic addition of chloroform and acetone. As a long-term stabilizer of multi-ingredient preparations, chlorobutanol is normally used at a concentration of 0.5%. At this concentration, it also conserves its antimicrobial activity. Due to the long terminal half-life of 37 days, the use of chlorobutanol as a sedative is limited because of the considerable accumulation which will occur following multiple dosing [A32743]. Chlorobutanol is a common detergent preservative in eye drops and other ophthalmic therapeutic formulations [A32744].",[['Q12809']]
DB11397,Dichlorvos,"Dichlorvos or 2,2-dichlorovinyl dimethyl phosphate is a drug of the _organophosphate_ class, frequently used as an insecticide for the control of  indoor pests and for the protection of stored products from insect infestations. The compound has been available on the market since 1961 and its use is a controversial topic due to environmental and health concerns. Dichlorvos is found in urban waterways and its toxicity may impact humans, leading to poisoning, neurotoxicity, and cancer.","[['P02768', 'Q8TES7'], ['P02787'], ['P06276']]"
DB11400,Doramectin,"Doramectin is a veterinary drug approved by the Food and Drug Administration for the treatment of parasites such as gastrointestinal roundworms, lungworms, eyeworms, grubs, sucking lice and mange mites in cattle.",[['P08684']]
DB11404,Enrofloxacin,"Enrofloxacin is an antibiotic agent from the fluoroquinolone family produced by the Bayer Corporation. Enrofloxacin is approved by the FDA for its veterinary use. Due to the identification of fluoroquinolone-resistant strains of _Campylobacter_, in September 2005, the FDA withdrew the approval of enrofloxacin for its use in water to treat flocks of poultry.",[['P05177']]
DB11421,Imidacloprid,"Imidacloprid is a neonicotinoid, which is a class of neuro-active insecticides modeled after nicotine. Imidacloprid is a patented chemical, Imidacloprid is manufactured by Bayer Cropscience (part of Bayer AG) and sold under trade names Kohinor, Admire, Advantage, Gaucho, Merit, Confidor, Hachikusan, Premise, Prothor, and Winner. It is marketed as pest control, seed treatment, an insecticide spray, termite control, flea control, and a systemic insecticide.",[['Q494W8']]
DB11429,Mibolerone,Mibolerone is a potent anabolic steroid which is both higher affinity and more selective for the androgen receptor than metribolone.,[['P10275']]
DB11442,Oleandomycin,"Oleandomycin is a macrolide antibiotic, though it is less effective than erythromycin. It is synthesized from strains of _Streptomyces antibioticus_.",[['P08684']]
DB11443,Orbifloxacin,Orbifloxacin is a fluoroquinolone antibiotic. It is marketed by Schering-Plough Animal Health and approved for certain infections in dogs.,[['P05177']]
DB11447,Phenothiazine,Phenothiazine (PTZ) is an organic thiazine compound.,[['P10275']]
DB11459,Selamectin,"Selamectin is a topical parasiticide and antihelminthic used on dogs and cats to treat and prevent infections of heartworms, fleas, ear mites, sarcoptic mange, and certain types of ticks in dogs as well as prevent heartworms, fleas, ear mites, hookworms, and roundworms in cats. It also removes 2 types of lungworm in cats and one type of lungworm in dogs. It is distributed by Zoetis, a former Pfizer subsidiary. It is structurally related to ivermectin and milbemycin. Selamectin is not approved for human use.",[['P08684']]
DB11470,Tildipirosin,Tildipirosin is a veterinary antibiotic.,[['P08684']]
DB11477,Xylazine,"Xylazine is a clonidine analog used as a non-opioid tranquilizer in veterinary medicine and as an emetic, especially in cats.[A9095,L42675,A251420] It acts as an agonist at α2 adrenoceptors; however, its affinity is lower than the one reported for other α2 adrenergic receptor agonists such as [detomidine] and [medetomidine].[A32545] Xylazine is not approved for human use and requires a veterinary licence for its purchase and use.[L42680] The intentional and unintentional use of xylazine is a cause for concern due to its side effects.[A9096] The use of xylazine can lead to hypotension and bradycardia[A9092,A9093], and when combined with central nervous system depressants, such as benzodiazepines or alcohol, it can significantly depress vital functions and increase the risk of overdose and death.[L42675] Xylazine is sometimes used as an adulterant and combined with opioids and recreational drugs; however, it has no antidote, and the use of [naloxone] has no effect on xylazine.[L42675,L42680]","[['P08913'], ['P18089'], ['P18825']]"
DB11478,Zeranol,"Zeranol is a non-steroidal estrogen agonist. It is a mycotoxin, derived from fungi in the Fusarium family, and may be found as a contaminant in fungus-infected crops. It is 3-4x more potent as an estrogen agonist than the related compound zearalenone.","[['P03372'], ['P04278']]"
DB11487,Dexamethasone isonicotinate,"Dexamethasone isonicotinate is an anti-inflammatory, anti-allergic glucocorticoid that can be administered orally, by inhalation, topically, and parenterally. Its unintended mineralocorticoid action may cause salt and water retention.","[['P08684'], ['P20815']]"
DB11491,Sarafloxacin,"Sarafloxacin is a quinolone antibiotic drug, which was discontinued by its manufacturer, Abbott Laboratories, before receiving approval for use in the US or Canada.",[['P05177']]
DB11511,Difloxacin,"Difloxacin is a synthetic fluoroquinolone used in veterinary. As an antibacterial, it presents a broad bactericidal spectrum and its effects are dependent on its concentration. However, it presents a reduced efficacy when compared to other fluoroquinolone antibacterials.","[['P04798'], ['P05177']]"
DB11529,Melengestrol,"Melengestrol is a steroidal progestin and antineoplastic agent which was never marketed. An acylated derivative, melengestrol acetate, is used as a growth promoter in animals.",[['P08684']]
DB11560,Lesinurad,"Lesinurad is an oral uric acid transporter 1 (URAT1) inhibitor indicated for the treatment of hyperuricemia associated with gout. It reduces serum uric acid concentration through the inhibition of URAT1, an enzyme responsible for reuptake of uric acid from the renal tubule, and OAT4, another uric acid transporter associated with diuretic-induced hyperuricemia.Marketed as the product Zurampic, it is indicated for use in combination with a xanthine oxidase inhibitor for the treatment of hyperuricemia associated with gout inpatients who have not achieved target serum uric acid levels with a xanthine oxidase inhibitor alone. In August 2017, a combination oral therapy consisting of lesinurad and [DB00437] was FDA-approved under the brand name Duzallo indicated for the treatment of gout-related hyperuricemia in patients with uncontrolled gout.","[['P08684'], ['P11712'], ['Q96S37'], ['Q9NSA0']]"
DB11569,Ixekizumab,"Ixekizumab is a humanized immunoglobulin G subclass 4 (IgG4) monoclonal antibody (mAb) against interleukin-17A (IL-17A) and prevents it from interacting with the IL-17A receptor. As IL-17A is a pro-inflammatory cytokine involved in inflammation and immune responses, blocking its effect is beneficial for use in inflammatory conditions. In particular, IL-17A has been found to be implicated in a variety of autoimmune diseases including Rheumatoid Arthritis and plaque psoriasis. Ixekizumab is produced by recombinant DNA technology in a recombinant mammalian cell line and purified using standard technology for bioprocessing. Ixekizumab is comprised of two identical light chain polypeptides of 219 amino acids each and two identical heavy chain polypeptides of 445 amino acids each, and has a molecular weight of 146,158 Daltons for the protein backbone of the molecule. It is indicated for the treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.",[['Q16552']]
DB11572,Thrombin alfa,"Thrombin Alfa is a human coagulation protein produced via recombinant DNA technology from a genetically modified CHO cell line. Thrombin Alfa is identical in amino acid sequence and structurally similar to naturally occurring human thrombin. Thrombin Alfa precursor is secreted to culture medium as single chain form that is proteolytically converted to a two-chain active form (using a protein derived from snakes) and is purified by a chromatographic process that yields a product having hemostatic activities similar to native human thrombin. The cell line used to manufacture Thrombin Alfa has been tested and shown to be free of known infectious agents. The cell culture process used in the manufacture of Thrombin Alfa employs no additives of human or animal origin. The purification process includes solvent-detergent treatment and nano-filtration steps dedicated to viral clearance. The thrombin alfa product ultimate comes from recombinant human prethrombin-1 [L2079].Nevertheless, because the incidence of hemostasis within a timely manner is relatively comparable between the use of thrombin alfa and the placebo treatment in patient subjects, thrombin alfa is not currently approved by certain organizations like the European Medicines Agency [L2079].","[['P00451'], ['P02671'], ['P02675'], ['P02679'], ['P12259']]"
DB11574,Elbasvir,"Elbasvir is a direct-acting antiviral medication used as part of combination therapy to treat chronic hepatitis C, an infectious liver disease caused by infection with hepatitis C virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, affecting 72% of all chronic HCV patients.[L852] Treatment options for chronic hepatitis C have advanced significantly since 2011, with the development of direct-acting antivirals (DAAs) such as elbasvir. Elbasvir is an inhibitor of NS5A, a protein essential for viral replication and virion assembly.[synthesis] The barrier to the development of resistance to NS5A inhibitors is lower than that of NS5B inhibitors, another class of DAAs.[A19593] Substitutions at amino acid positions 28, 30, 31, or 93 are known to confer resistance to elbasvir.[L10253] Despite this disadvantage elbasvir is still effective against HCV, particularly when paired with [grazoprevir].Elbasvir is available as a fixed-dose combination product with [grazoprevir] (tradename: Zepatier) used for the treatment of chronic hepatitis C. Approved in January 2016 by the FDA, Zepatier is indicated for the treatment of HCV genotypes 1 and 4 with or without [ribavirin] depending on the presence of resistance-associated amino acid substitutions in the NS5A protein and previous treatment failure with [ribavirin], [peginterferon alfa-2a], [peginterferon alfa-2b], or other NS3/4A inhibitors like [boceprevir], [simeprevir], or [telaprevir].[L10253] Elbasvir and [grazoprevir] are used with or without [ribavirin] with the intent to cure, or achieve a sustained virologic response (SVR), and have been shown to achieve a SVR between 94% and 97% for genotype 1 and 97% and 100% for genotype 4 after 12 weeks of treatment.[L852]. SVR and eradication of HCV infection are associated with significant long-term health benefits including reduced liver-related damage, improved quality of life, reduced incidence of hepatocellular carcinoma, and reduced all-cause mortality.[A19626]In a computational target-based drug repurposing investigation published in April 2020, elbasvir was predicted to bind stably and preferentially to three proteins necessary for viral replication of SARS-CoV-2, the human coronavirus responsible for the COVID-19 pandemic.[A193257] While these results are suggestive of antiviral efficacy, follow-up clinical trials are required to validate elbasvir as a potential therapy against SARS-CoV-2.","[['P08183'], ['P08684'], ['P20815'], ['P24462'], ['Q9HB55']]"
DB11575,Grazoprevir,"Grazoprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as Grazoprevir. Grazoprevir is an inhibitor of NS3/4A, a serine protease enzyme, encoded by HCV genotypes 1 and 4 [synthesis]. These enzymes are essential for viral replication and serve to cleave the virally encoded polyprotein into mature proteins like NS3, NS4A, NS4B, NS5A and NS5B [FDA Label]. The barrier for develoment of resistance to NS3/4A inhibitors is lower than that of NS5B inhibitors, another class of DAAs [A19593]. Subtitutions at amino acid positions 155, 156, or 168 are known to confer resistance. The substitutions of the enzyme's catalytic triad consisting of H58, D82, and S139 are also likely to alter the affinity of the drug for NS3/4A or the activity of the enzyme itself. Despite this disadvantage Grazoprevir is still effective against HCV particularly when paired with [DB11574].In a joint recommendation published in 2016, the American Association for the Study of Liver Diseases (AASLD) and the Infectious Diseases Society of America (IDSA) recommend Grazoprevir as first line therapy in combination with [DB11574] for genotypes 1a, 1b, and 4 of Hepatitis C [A19593]. Grazoprevir and [DB11574] are used with or without [DB00811] with the intent to cure, or achieve a sustained virologic response (SVR), after 12 weeks of daily therapy. SVR and eradication of HCV infection is associated with significant long-term health benefits including reduced liver-related damage, improved quality of life, reduced incidence of Hepatocellular Carcinoma, and reduced all-cause mortality [A19626].Grazoprevir is available as a fixed dose combination product with [DB11574] (tradename Zepatier) used for the treatment of chronic Hepatitis C. Approved in January 2016 by the FDA, Zepatier is indicated for the treatment of HCV genotypes 1 and 4 with or without [DB00811] depending on the the presence of resistance associated amino acid substitutions in the NS5A protein and previous treatment failure with [DB00811], [DB00008], [DB00022], or other NS3/4A inhibitors like [DB08873], [DB06290], or [DB05521] [FDA Label]. When combined together, Grazoprevir and [DB11574] as the combination product Zepatier have been shown to achieve a SVR between 94% and 97% for genotype 1 and 97% and 100% for genotype 4 after 12 weeks of treatment [L852]. It can be used in patients with compensated cirrhosis, human immunodeficiency virus co-infection, or severe kidney disease.","[['P02763'], ['P02768', 'Q8TES7'], ['P08183'], ['P08684'], ['Q9NPD5'], ['Q9Y6L6']]"
DB11577,Indigotindisulfonic acid,"Indigotindisulfonic acid is a blue-colored dye with a variety of uses.[A32490,A32491,A32492,L2222] Its salt form, indigotindisulfonate sodium, is also known as indigo carmine, indigotine or FD&C Blue #2. This compound is an acid-base indicator and is used in the production of food colorants and pH tests.[A251405] Indigotindisulfonic acid is used in clinical medicine to determine patency of the urinary collecting system, and to assist in specific surgical procedures such as cystourethroscopy.[A32490,A32491,A32492] In 2022, the FDA approved the intravenous use of indigotindisulfonate sodium to aid in visualizing ureter integrity in cystoscopic assessments.[L42600]","[['P08913'], ['P18089'], ['P18825'], ['P25100'], ['P25100', 'P35348'], ['P35368'], ['P35869']]"
DB11580,Ravulizumab,"Ravulizumab is a potent and selective complement 5 (C5) inhibitor. It is a humanized monoclonal IgG2/4 kappa antibody produced in Chinese hamster ovary (CHO) cells.[L39690] Ravulizumab was engineered from [eculizumab], another complement inhibitor, to increase the duration of action and reduce the frequency of drug administration.[A244460] It works by blocking terminal complement-mediated inflammation, cell activation, and cell lysis in blood disorders associated with the destruction of red blood cells, thrombosis, and impaired bone marrow function.[A244465]Ravulizumab was first approved by the FDA on December 21, 2018, for the treatment of paroxysmal nocturnal hemoglobinuria and atypical hemolytic uremic syndrome in children and adults.[A244465] It was later approved by the European Commission on July 2, 2019, for the same indications.[L39710] Ravulizumab is also used to treat myasthenia gravis.[L39690,L39700] Ravulizumab is currently being investigated for the treatment of Coronavirus disease (COVID-19)-induced microvasculature injury and endothelial damage leading to thrombotic microangiopathy (TMA) causing acute kidney injury (AKI).[L39715]",[['P01031']]
DB11581,Venetoclax,"Venetoclax is a BCL-2 inhibitor that was initially approved by the FDA in April 2016 [FDA label]. Proteins in the B cell CLL/lymphoma 2 (BCL-2) family are important regulators of the apoptotic (programmed cell death) process [A18565], [A18566].  Venetoclax is used to treat chronic lymphocytic leukemia (CLL) and certain types of small lymphocytic lymphoma [FDA label]. CLL is the most prevalent leukemia diagnosed in Western countries [A40022]. Venetoclax was developed through reverse engineering of the BCL-2 protein family inhibitor, navitoclax [A40022]. Venetoclax is approximately 10 times more potent than navitoclax with regard to induction of apoptosis in CLL cells [A40022]. A new indication was approved in 2018 for the treatment patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy [FDA label].  Previously, this drug was indicated only for patients with 17p gene deletion [F2130].","[['P08183'], ['P08684'], ['P10415'], ['Q9UNQ0'], ['Q9Y6L6']]"
DB11582,Thiocolchicoside,"Thiocolchicoside is a semi-synthetic derivative of the colchicine, a natural anti-inflammatory glycoside which originates from the flower seeds of _Superba gloriosa_.  It is a muscle relaxant with anti-inflammatory and analgesic effects.  It has potent convulsant activity and should not be administered to individuals prone to seizures.[L1663]","[['O00591'], ['O14764'], ['O14788'], ['P14867'], ['P18505'], ['P18507'], ['P23415'], ['P28472'], ['P31644'], ['P34903'], ['P47869'], ['P47870'], ['P48169'], ['P78334'], ['Q16445'], ['Q8N1C3'], ['Q99928'], ['Q9UN88']]"
DB11584,Pipradrol,"Pipradrol (Meratran) [L2523] was initially developed in the 1950s as an antidepressant, however, the adverse effects associated with its use and its abuse potential led to its withdrawal and international regulation [L2524].  Pipradrol was made illegal in many countries in 1970s because of its potential for abuse. It is currently classified under the Misuse of Drugs Act as a Class C substance [L2522].Experimentation with the drug and its derivatives for recreational purposes has led to many cases of acute toxicity and has been linked to three fatalities. The social and in particular acute clinical harms of pipradrol derivatives have led to their control under the Misuse of Drugs Act 1971 in the UK in 2012 [T178].Interestingly, this drug has been studied for bactericidal properties, however, is not currently, used for this purpose [A32725]. In addition to this, it has shown favorable effects in postpartum depressive symptoms [L2516].","[['P21728'], ['P21918']]"
